year,race_number,driver,fp1_avg_lap_time,fp1_best_lap_time,fp1_lap_time_std,fp1_total_laps,fp1_delta_to_best,fp1_s1_avg,fp1_s2_avg,fp1_s3_avg,fp1_s1_fastest,fp1_s2_fastest,fp1_s3_fastest,fp1_run_avg_pace,fp1_run_deg_rate,fp2_avg_lap_time,fp2_best_lap_time,fp2_lap_time_std,fp2_total_laps,fp2_delta_to_best,fp2_s1_avg,fp2_s2_avg,fp2_s3_avg,fp2_s1_fastest,fp2_s2_fastest,fp2_s3_fastest,fp2_run_avg_pace,fp2_run_deg_rate,fp3_avg_lap_time,fp3_best_lap_time,fp3_lap_time_std,fp3_total_laps,fp3_delta_to_best,fp3_s1_avg,fp3_s2_avg,fp3_s3_avg,fp3_s1_fastest,fp3_s2_fastest,fp3_s3_fastest,fp3_run_avg_pace,fp3_run_deg_rate,q_avg_lap_time,q_best_lap_time,q_lap_time_std,q_total_laps,q_delta_to_best,q_s1_avg,q_s2_avg,q_s3_avg,q_s1_fastest,q_s2_fastest,q_s3_fastest,q_quali_clean_laps,FP1_avg_air_temp,FP2_avg_air_temp,FP3_avg_air_temp,Q_avg_air_temp,R_avg_air_temp,FP1_avg_humidity,FP2_avg_humidity,FP3_avg_humidity,Q_avg_humidity,R_avg_humidity,FP1_avg_track_temp,FP2_avg_track_temp,FP3_avg_track_temp,Q_avg_track_temp,R_avg_track_temp,FP1_dry_or_wet,FP2_dry_or_wet,FP3_dry_or_wet,Q_dry_or_wet,R_dry_or_wet,FP1_weather_variability,FP2_weather_variability,FP3_weather_variability,Q_weather_variability,R_weather_variability,finish_position_y,qualifying_position_y
2018,2,ERI,105.0955,93.508,12.801381,14.0,11.5875,32.190928,46.396357,26.508214,29.715,40.301,23.345,105.0955,0.0105162917366918,99.507217,92.733,7.675351,23.0,6.774217,31.410217,43.389434,24.707565,29.555,40.043,22.993,99.507217,-0.0002474737885787,104.638888,91.859,15.589276,9.0,12.779888,32.210666,46.443666,25.984555,29.177,39.6,23.082,104.638888,-0.0188101700024113,91.1175,91.063,0.077074,2.0,0.0545,28.9885,39.1845,22.9445,28.878,39.11,22.854,2.0,30.243298969072168,27.179591836734687,29.482089552238808,28.214473684210528,27.982524271844653,36.718556701030934,49.139795918367355,44.0089552238806,43.017105263157895,47.36310679611651,40.42886597938144,32.89999999999999,37.723880597014926,31.864473684210523,32.19805825242719,0.0,0.0,0.0,0.0,0.0,0.6689624216425719,0.9728582299232016,1.0960879076580472,1.734278125388096,1.2058002787230635,9.0,17.0
2018,2,GAS,104.76147,92.779,13.407542,17.0,11.98247,33.286117,46.482764,24.992588,29.552,39.916,23.194,104.76147,0.0105162917366918,98.042571,91.232,7.198491,28.0,6.810571,31.259857,42.799071,23.983642,29.07,39.236,22.676,98.042571,-0.0002474737885787,103.425583,91.438,16.038189,12.0,11.987583,32.413916,45.325,25.686666,29.02,39.48,22.916,103.425583,-0.0188101700024113,90.074833,89.329,0.469701,6.0,0.745833,28.6985,38.8135,22.562833,28.413,38.471,22.445,6.0,30.243298969072168,27.179591836734687,29.482089552238808,28.214473684210528,27.982524271844653,36.718556701030934,49.139795918367355,44.0089552238806,43.017105263157895,47.36310679611651,40.42886597938144,32.89999999999999,37.723880597014926,31.864473684210523,32.19805825242719,0.0,0.0,0.0,0.0,0.0,0.6689624216425719,0.9728582299232016,1.0960879076580472,1.734278125388096,1.2058002787230635,4.0,6.0
2018,2,GRO,100.604125,92.516,9.578667,16.0,8.088125,31.56425,43.882437,25.157437,29.441,39.936,23.139,100.604125,0.0105162917366918,97.9391,91.591,4.974614,20.0,6.3481,31.166,42.42835,24.34475,29.019,39.324,23.038,97.9391,-0.0002474737885787,108.141777,91.513,18.915338,9.0,16.628777,33.594111,47.664555,26.883111,28.979,39.641,22.893,108.141777,-0.0188101700024113,90.53,90.53,0.0,1.0,0.0,28.782,38.903,22.845,28.782,38.903,22.845,1.0,30.243298969072168,27.179591836734687,29.482089552238808,28.214473684210528,27.982524271844653,36.718556701030934,49.139795918367355,44.0089552238806,43.017105263157895,47.36310679611651,40.42886597938144,32.89999999999999,37.723880597014926,31.864473684210523,32.19805825242719,0.0,0.0,0.0,0.0,0.0,0.6689624216425719,0.9728582299232016,1.0960879076580472,1.734278125388096,1.2058002787230635,13.0,16.0
2018,2,HAM,104.357142,92.272,15.744328,14.0,12.085142,33.103571,46.662357,24.591214,29.091,39.959,22.965,104.357142,0.0105162917366918,98.260478,90.472,7.444169,23.0,7.788478,31.124695,42.771217,24.364565,28.746,38.915,22.757,98.260478,-0.0002474737885787,99.018142,90.691,16.885162,7.0,8.327142,31.601857,43.821857,23.594428,28.741,39.274,22.676,99.018142,-0.0188101700024113,96.3155,88.22,18.460336,6.0,8.0955,30.886,41.755,23.6745,28.081,37.99,22.053,6.0,30.243298969072168,27.179591836734687,29.482089552238808,28.214473684210528,27.982524271844653,36.718556701030934,49.139795918367355,44.0089552238806,43.017105263157895,47.36310679611651,40.42886597938144,32.89999999999999,37.723880597014926,31.864473684210523,32.19805825242719,0.0,0.0,0.0,0.0,0.0,0.6689624216425719,0.9728582299232016,1.0960879076580472,1.734278125388096,1.2058002787230635,3.0,4.0
2018,2,HAR,103.792875,93.497,10.659332,16.0,10.295875,32.121937,45.816125,25.854812,29.68,40.455,23.362,103.792875,0.0105162917366918,98.68432,92.908,5.747927,25.0,5.77632,31.06172,43.03936,24.58324,29.169,40.493,23.04,98.68432,-0.0002474737885787,101.2395,91.46,13.393076,10.0,9.7795,31.2966,44.8049,25.138,29.207,39.617,22.636,101.2395,-0.0188101700024113,90.559,90.105,0.493534,4.0,0.454,28.8635,39.13525,22.56025,28.681,38.918,22.476,4.0,30.243298969072168,27.179591836734687,29.482089552238808,28.214473684210528,27.982524271844653,36.718556701030934,49.139795918367355,44.0089552238806,43.017105263157895,47.36310679611651,40.42886597938144,32.89999999999999,37.723880597014926,31.864473684210523,32.19805825242719,0.0,0.0,0.0,0.0,0.0,0.6689624216425719,0.9728582299232016,1.0960879076580472,1.734278125388096,1.2058002787230635,17.0,11.0
2018,2,HUL,103.618727,93.104,13.600777,11.0,10.514727,32.864363,45.642636,25.111727,29.568,40.128,23.266,103.618727,0.0105162917366918,97.582652,91.22,4.039109,23.0,6.362652,31.010695,42.464304,24.107652,28.974,39.368,22.878,97.582652,-0.0002474737885787,103.7484,91.144,15.823549,5.0,12.6044,32.4506,45.8876,25.4102,28.821,39.313,23.01,103.7484,-0.0188101700024113,89.8548,89.187,0.496031,5.0,0.6678,28.7236,38.5954,22.5358,28.582,38.362,22.243,5.0,30.243298969072168,27.179591836734687,29.482089552238808,28.214473684210528,27.982524271844653,36.718556701030934,49.139795918367355,44.0089552238806,43.017105263157895,47.36310679611651,40.42886597938144,32.89999999999999,37.723880597014926,31.864473684210523,32.19805825242719,0.0,0.0,0.0,0.0,0.0,0.6689624216425719,0.9728582299232016,1.0960879076580472,1.734278125388096,1.2058002787230635,6.0,8.0
2018,2,LEC,101.79,93.278,9.047137,12.0,8.512,32.11875,44.739833,24.931416,29.654,40.497,23.127,101.79,0.0105162917366918,98.361,92.372,4.141599,28.0,5.989,31.085178,43.007142,24.268678,29.259,40.107,23.006,98.361,-0.0002474737885787,103.015153,92.047,11.751145,13.0,10.968153,32.124076,45.673692,25.217384,29.182,39.885,22.98,103.015153,-0.0188101700024113,91.42,91.42,0.0,1.0,0.0,29.404,39.273,22.743,29.404,39.273,22.743,1.0,30.243298969072168,27.179591836734687,29.482089552238808,28.214473684210528,27.982524271844653,36.718556701030934,49.139795918367355,44.0089552238806,43.017105263157895,47.36310679611651,40.42886597938144,32.89999999999999,37.723880597014926,31.864473684210523,32.19805825242719,0.0,0.0,0.0,0.0,0.0,0.6689624216425719,0.9728582299232016,1.0960879076580472,1.734278125388096,1.2058002787230635,12.0,19.0
2018,2,MAG,102.577833,92.971,10.957679,12.0,9.606833,31.752083,46.13025,24.6955,29.688,40.099,23.184,102.577833,0.0105162917366918,97.151681,91.969,3.570705,22.0,5.182681,30.949454,42.271636,23.93059,29.083,39.875,22.959,97.151681,-0.0002474737885787,104.950888,91.737,14.046938,9.0,13.213888,32.112,47.640222,25.198666,28.824,39.948,22.86,104.950888,-0.0188101700024113,89.65275,89.358,0.281717,4.0,0.29475,28.55675,38.60675,22.48925,28.447,38.415,22.384,4.0,30.243298969072168,27.179591836734687,29.482089552238808,28.214473684210528,27.982524271844653,36.718556701030934,49.139795918367355,44.0089552238806,43.017105263157895,47.36310679611651,40.42886597938144,32.89999999999999,37.723880597014926,31.864473684210523,32.19805825242719,0.0,0.0,0.0,0.0,0.0,0.6689624216425719,0.9728582299232016,1.0960879076580472,1.734278125388096,1.2058002787230635,5.0,7.0
2018,2,OCO,104.636125,93.794,13.714213,16.0,10.842125,32.971687,45.814062,25.850375,29.698,40.476,23.483,104.636125,0.0105162917366918,99.523681,91.809,9.008002,22.0,7.714681,31.270045,43.338227,24.915409,29.095,39.688,23.026,99.523681,-0.0002474737885787,110.249416,91.554,19.446639,12.0,18.695416,33.762166,48.979166,27.508083,28.953,39.616,22.985,110.249416,-0.0188101700024113,90.2174,89.874,0.315395,5.0,0.3434,28.599,38.9192,22.6992,28.481,38.691,22.619,5.0,30.243298969072168,27.179591836734687,29.482089552238808,28.214473684210528,27.982524271844653,36.718556701030934,49.139795918367355,44.0089552238806,43.017105263157895,47.36310679611651,40.42886597938144,32.89999999999999,37.723880597014926,31.864473684210523,32.19805825242719,0.0,0.0,0.0,0.0,0.0,0.6689624216425719,0.9728582299232016,1.0960879076580472,1.734278125388096,1.2058002787230635,10.0,9.0
2018,2,PER,100.655684,93.662,7.912836,19.0,6.993684,31.962736,43.456789,25.236157,29.666,40.532,23.46,100.655684,0.0105162917366918,98.619476,91.868,7.185099,21.0,6.751476,31.260476,42.757095,24.601904,29.274,39.559,23.035,98.619476,-0.0002474737885787,105.450666,91.564,13.394478,9.0,13.886666,32.606333,46.227555,26.616777,29.115,39.552,22.897,105.450666,-0.0188101700024113,90.263333,90.156,0.135798,3.0,0.107333,28.614,38.923333,22.726,28.564,38.855,22.642,3.0,30.243298969072168,27.179591836734687,29.482089552238808,28.214473684210528,27.982524271844653,36.718556701030934,49.139795918367355,44.0089552238806,43.017105263157895,47.36310679611651,40.42886597938144,32.89999999999999,37.723880597014926,31.864473684210523,32.19805825242719,0.0,0.0,0.0,0.0,0.0,0.6689624216425719,0.9728582299232016,1.0960879076580472,1.734278125388096,1.2058002787230635,16.0,12.0
2018,2,RAI,97.1552,91.458,7.013676,10.0,5.6972000000000005,30.4247,42.6721,24.0584,29.065,39.481,22.887,97.1552,0.0105162917366918,96.877833,89.817,6.602937,18.0,7.060833,30.706333,41.932166,24.239333,28.491,38.729,22.575,96.877833,-0.0002474737885787,103.9154,89.868,18.169765,5.0,14.0474,31.9832,46.9866,24.9456,28.54,38.827,22.501,103.9154,-0.0188101700024113,93.5575,88.101,10.499027,4.0,5.4565,29.944,40.2165,23.397,28.047,37.859,22.121,4.0,30.243298969072168,27.179591836734687,29.482089552238808,28.214473684210528,27.982524271844653,36.718556701030934,49.139795918367355,44.0089552238806,43.017105263157895,47.36310679611651,40.42886597938144,32.89999999999999,37.723880597014926,31.864473684210523,32.19805825242719,0.0,0.0,0.0,0.0,0.0,0.6689624216425719,0.9728582299232016,1.0960879076580472,1.734278125388096,1.2058002787230635,18.0,2.0
2018,2,RIC,93.4915,91.06,1.748504,6.0,2.4315,29.883833,40.471333,23.136333,29.096,39.288,22.676,93.4915,0.0105162917366918,98.056173,90.751,10.309965,23.0,7.305173,30.954304,42.960565,24.141304,29.012,39.078,22.654,98.056173,-0.0002474737885787,107.004,90.452,27.332444,3.0,16.552,33.901666,47.255,25.847333,28.743,39.149,22.56,107.004,-0.0188101700024113,88.8305,88.398,0.548249,4.0,0.4325,28.47075,38.13175,22.228,28.275,37.877,22.081,4.0,30.243298969072168,27.179591836734687,29.482089552238808,28.214473684210528,27.982524271844653,36.718556701030934,49.139795918367355,44.0089552238806,43.017105263157895,47.36310679611651,40.42886597938144,32.89999999999999,37.723880597014926,31.864473684210523,32.19805825242719,0.0,0.0,0.0,0.0,0.0,0.6689624216425719,0.9728582299232016,1.0960879076580472,1.734278125388096,1.2058002787230635,20.0,5.0
2018,2,SAI,100.116538,92.885,10.514227,13.0,7.231538,31.532692,43.514692,25.069153,29.548,40.103,23.234,100.116538,0.0105162917366918,99.49044,91.601,9.609478,25.0,7.88944,31.4566,43.63352,24.40032,29.194,39.541,22.866,99.49044,-0.0002474737885787,101.773,91.2,17.278223,3.0,10.573,31.974666,45.193333,24.605,28.892,39.464,22.844,101.773,-0.0188101700024113,90.2085,89.802,0.434436,6.0,0.4065,28.764666,38.8475,22.596333,28.595,38.686,22.453,6.0,30.243298969072168,27.179591836734687,29.482089552238808,28.214473684210528,27.982524271844653,36.718556701030934,49.139795918367355,44.0089552238806,43.017105263157895,47.36310679611651,40.42886597938144,32.89999999999999,37.723880597014926,31.864473684210523,32.19805825242719,0.0,0.0,0.0,0.0,0.0,0.6689624216425719,0.9728582299232016,1.0960879076580472,1.734278125388096,1.2058002787230635,11.0,10.0
2018,2,SIR,103.28805,93.467,12.128857,20.0,9.82105,32.7072,45.7702,24.81065,29.772,40.275,23.395,103.28805,0.0105162917366918,98.9735,92.474,6.308696,24.0,6.4995,31.412708,43.225125,24.335666,29.466,39.949,23.059,98.9735,-0.0002474737885787,102.754333,92.463,14.928178,6.0,10.291333,32.458333,44.9265,25.3695,29.287,40.298,22.878,102.754333,-0.0188101700024113,98.465666,91.483,11.379711,3.0,6.982666,31.874333,42.786,23.805333,29.056,39.566,22.856,3.0,30.243298969072168,27.179591836734687,29.482089552238808,28.214473684210528,27.982524271844653,36.718556701030934,49.139795918367355,44.0089552238806,43.017105263157895,47.36310679611651,40.42886597938144,32.89999999999999,37.723880597014926,31.864473684210523,32.19805825242719,0.0,0.0,0.0,0.0,0.0,0.6689624216425719,0.9728582299232016,1.0960879076580472,1.734278125388096,1.2058002787230635,15.0,18.0
2018,2,STR,106.970416,93.379,15.887423,12.0,13.591416,32.506666,48.409916,26.053833,29.741,40.24,23.32,106.970416,0.0105162917366918,99.173562,92.382,7.599556,16.0,6.791562,31.196125,42.80475,25.172687,29.314,39.868,23.2,99.173562,-0.0002474737885787,101.460666,92.865,13.856396,6.0,8.595666,32.1635,44.178166,25.119,29.447,40.26,23.158,101.460666,-0.0188101700024113,104.810333,91.503,22.482398,3.0,13.307333,31.502,43.448,29.860333,29.107,39.506,22.89,3.0,30.243298969072168,27.179591836734687,29.482089552238808,28.214473684210528,27.982524271844653,36.718556701030934,49.139795918367355,44.0089552238806,43.017105263157895,47.36310679611651,40.42886597938144,32.89999999999999,37.723880597014926,31.864473684210523,32.19805825242719,0.0,0.0,0.0,0.0,0.0,0.6689624216425719,0.9728582299232016,1.0960879076580472,1.734278125388096,1.2058002787230635,14.0,20.0
2018,2,VAN,103.169235,93.364,11.506024,17.0,9.805235,32.636058,44.670647,25.862529,29.703,40.238,23.243,103.169235,0.0105162917366918,99.079961,91.422,9.717594,26.0,7.657961,31.550961,42.751846,24.777153,29.253,39.249,22.815,99.079961,-0.0002474737885787,106.438285,91.86,17.250838,7.0,14.578285,32.994285,46.292,27.152,29.331,39.495,23.034,106.438285,-0.0188101700024113,90.64825,90.479,0.171501,4.0,0.16925,29.0535,38.89925,22.6955,28.998,38.791,22.57,4.0,30.243298969072168,27.179591836734687,29.482089552238808,28.214473684210528,27.982524271844653,36.718556701030934,49.139795918367355,44.0089552238806,43.017105263157895,47.36310679611651,40.42886597938144,32.89999999999999,37.723880597014926,31.864473684210523,32.19805825242719,0.0,0.0,0.0,0.0,0.0,0.6689624216425719,0.9728582299232016,1.0960879076580472,1.734278125388096,1.2058002787230635,8.0,14.0
2018,2,VET,98.3535,91.47,7.96013,8.0,6.8835,31.09875,43.010875,24.243875,28.992,39.544,22.934,98.3535,0.0105162917366918,97.748428,89.828,8.864893,28.0,7.920428,30.922857,42.523357,24.302214,28.616,38.691,22.485,97.748428,-0.0002474737885787,101.155,90.719,17.911389,3.0,10.436,31.571,45.072,24.512,28.694,39.312,22.554,101.155,-0.0188101700024113,96.30625,87.958,16.283265,4.0,8.34825,31.1575,40.4005,24.74825,27.989,37.893,22.076,4.0,30.243298969072168,27.179591836734687,29.482089552238808,28.214473684210528,27.982524271844653,36.718556701030934,49.139795918367355,44.0089552238806,43.017105263157895,47.36310679611651,40.42886597938144,32.89999999999999,37.723880597014926,31.864473684210523,32.19805825242719,0.0,0.0,0.0,0.0,0.0,0.6689624216425719,0.9728582299232016,1.0960879076580472,1.734278125388096,1.2058002787230635,1.0,1.0
