year,race_number,driver,finish_position,qualifying_position
2019,20,RIC,6.0,12.0
2019,20,NOR,8.0,11.0
2019,20,VET,17.0,2.0
2019,20,RAI,4.0,9.0
2019,20,GRO,13.0,8.0
2019,20,GAS,2.0,7.0
2019,20,PER,9.0,15.0
2019,20,LEC,18.0,4.0
2019,20,STR,19.0,17.0
2019,20,MAG,11.0,10.0
2019,20,ALB,14.0,6.0
2019,20,KVY,10.0,16.0
2019,20,HUL,15.0,14.0
2019,20,VER,1.0,1.0
2019,20,LAT,DNF,DNF
2019,20,HAM,7.0,3.0
2019,20,SAI,3.0,20.0
2019,20,RUS,12.0,18.0
2019,20,BOT,20.0,5.0
2019,20,GIO,5.0,13.0
2019,20,KUB,16.0,19.0
2019,21,RIC,11.0,8.0
2019,21,NOR,8.0,7.0
2019,21,VET,5.0,5.0
2019,21,RAI,13.0,18.0
2019,21,GRO,15.0,16.0
2019,21,GAS,18.0,12.0
2019,21,PER,7.0,11.0
2019,21,LEC,3.0,4.0
2019,21,STR,20.0,13.0
2019,21,MAG,14.0,15.0
2019,21,ALB,6.0,6.0
2019,21,KVY,9.0,14.0
2019,21,HUL,12.0,10.0
2019,21,VER,2.0,3.0
2019,21,HAM,1.0,1.0
2019,21,SAI,10.0,9.0
2019,21,RUS,17.0,19.0
2019,21,BOT,4.0,2.0
2019,21,KUB,19.0,20.0
2019,21,GIO,16.0,17.0
2020,1,RIC,19.0,10.0
2020,1,NOR,3.0,4.0
2020,1,VET,10.0,11.0
2020,1,LAT,11.0,20.0
2020,1,RAI,14.0,19.0
2020,1,GRO,16.0,15.0
2020,1,GAS,7.0,12.0
2020,1,PER,6.0,6.0
2020,1,LEC,2.0,7.0
2020,1,STR,18.0,9.0
2020,1,MAG,17.0,16.0
2020,1,ALB,13.0,5.0
2020,1,KVY,12.0,13.0
2020,1,OCO,8.0,14.0
2020,1,VER,20.0,3.0
2020,1,HAM,4.0,2.0
2020,1,SAI,5.0,8.0
2020,1,RUS,15.0,17.0
2020,1,BOT,1.0,1.0
2020,1,GIO,9.0,18.0
2020,2,RIC,8.0,9.0
2020,2,NOR,5.0,6.0
2020,2,VET,20.0,10.0
2020,2,LAT,17.0,18.0
2020,2,RAI,11.0,16.0
2020,2,GRO,13.0,20.0
2020,2,GAS,15.0,8.0
2020,2,PER,6.0,17.0
2020,2,LEC,19.0,11.0
2020,2,STR,7.0,13.0
2020,2,MAG,12.0,15.0
2020,2,ALB,4.0,7.0
2020,2,KVY,10.0,14.0
2020,2,OCO,18.0,5.0
2020,2,VER,3.0,2.0
2020,2,AIT,DNF,DNF
2020,2,HAM,1.0,1.0
2020,2,SAI,9.0,3.0
2020,2,BOT,2.0,4.0
2020,2,KUB,DNF,DNF
2020,2,RUS,16.0,12.0
2020,2,GIO,14.0,19.0
2020,3,RIC,8.0,11.0
2020,3,NOR,13.0,8.0
2020,3,VET,6.0,5.0
2020,3,LAT,19.0,15.0
2020,3,GRO,16.0,18.0
2020,3,GAS,20.0,10.0
2020,3,PER,7.0,4.0
2020,3,LEC,11.0,6.0
2020,3,STR,4.0,3.0
2020,3,MAG,10.0,16.0
2020,3,ALB,5.0,13.0
2020,3,KVY,12.0,17.0
2020,3,OCO,14.0,14.0
2020,3,VER,2.0,7.0
2020,3,HAM,1.0,1.0
2020,3,SAI,9.0,9.0
2020,3,RUS,18.0,12.0
2020,3,BOT,3.0,2.0
2020,3,KUB,DNF,DNF
2020,3,GIO,17.0,19.0
2020,3,RAI,15.0,20.0
2020,4,RIC,4.0,8.0
2020,4,NOR,5.0,5.0
2020,4,VET,10.0,10.0
2020,4,LAT,15.0,20.0
2020,4,RAI,17.0,18.0
2020,4,GRO,16.0,19.0
2020,4,GAS,7.0,11.0
2020,4,PER,DNF,DNF
2020,4,LEC,3.0,4.0
2020,4,STR,9.0,6.0
2020,4,MAG,19.0,16.0
2020,4,ALB,8.0,12.0
2020,4,KVY,18.0,14.0
2020,4,OCO,6.0,9.0
2020,4,VER,2.0,3.0
2020,4,HAM,1.0,1.0
2020,4,SAI,13.0,7.0
2020,4,RUS,12.0,15.0
2020,4,BOT,11.0,2.0
2020,4,GIO,14.0,17.0
2020,4,HUL,20.0,13.0
2020,5,RIC,14.0,5.0
2020,5,NOR,9.0,10.0
2020,5,VET,12.0,12.0
2020,5,LAT,19.0,18.0
2020,5,RAI,15.0,20.0
2020,5,GRO,16.0,14.0
2020,5,GAS,11.0,7.0
2020,5,LEC,4.0,8.0
2020,5,STR,6.0,6.0
2020,5,MAG,20.0,17.0
2020,5,ALB,5.0,9.0
2020,5,KVY,10.0,16.0
2020,5,HUL,7.0,3.0
2020,5,OCO,8.0,11.0
2020,5,VER,1.0,4.0
2020,5,HAM,2.0,2.0
2020,5,SAI,13.0,13.0
2020,5,RUS,18.0,15.0
2020,5,BOT,3.0,1.0
2020,5,KUB,DNF,DNF
2020,5,GIO,17.0,19.0
2020,6,RIC,11.0,13.0
2020,6,NOR,10.0,8.0
2020,6,VET,7.0,11.0
2020,6,LAT,18.0,19.0
2020,6,RAI,14.0,14.0
2020,6,GRO,19.0,17.0
2020,6,GAS,9.0,10.0
2020,6,PER,5.0,4.0
2020,6,LEC,20.0,9.0
2020,6,STR,4.0,5.0
2020,6,MAG,15.0,16.0
2020,6,ALB,8.0,6.0
2020,6,KVY,12.0,12.0
2020,6,OCO,13.0,15.0
2020,6,VER,2.0,3.0
2020,6,NIS,DNF,DNF
2020,6,HAM,1.0,1.0
2020,6,SAI,6.0,7.0
2020,6,BOT,3.0,2.0
2020,6,GIO,16.0,20.0
2020,6,RUS,17.0,18.0
2020,7,RIC,4.0,4.0
2020,7,NOR,7.0,10.0
2020,7,VET,13.0,14.0
2020,7,LAT,16.0,19.0
2020,7,RAI,12.0,16.0
2020,7,GRO,15.0,17.0
2020,7,GAS,8.0,12.0
2020,7,PER,10.0,8.0
2020,7,LEC,14.0,13.0
2020,7,STR,9.0,9.0
2020,7,MAG,17.0,20.0
2020,7,ALB,6.0,5.0
2020,7,KVY,11.0,11.0
2020,7,OCO,5.0,6.0
2020,7,VER,3.0,3.0
2020,7,HAM,1.0,1.0
2020,7,SAI,20.0,7.0
2020,7,RUS,19.0,15.0
2020,7,BOT,2.0,2.0
2020,7,GIO,18.0,18.0
2020,8,RIC,6.0,7.0
2020,8,NOR,4.0,6.0
2020,8,VET,20.0,17.0
2020,8,LAT,11.0,20.0
2020,8,RAI,13.0,14.0
2020,8,GRO,12.0,16.0
2020,8,GAS,1.0,10.0
2020,8,PER,10.0,4.0
2020,8,LEC,18.0,13.0
2020,8,STR,3.0,8.0
2020,8,MAG,19.0,15.0
2020,8,ALB,15.0,9.0
2020,8,KVY,9.0,11.0
2020,8,OCO,8.0,12.0
2020,8,VER,17.0,5.0
2020,8,NIS,DNF,DNF
2020,8,HAM,7.0,1.0
2020,8,SAI,2.0,3.0
2020,8,BOT,5.0,2.0
2020,8,GIO,16.0,18.0
2020,8,RUS,14.0,19.0
2020,9,RIC,4.0,8.0
2020,9,NOR,6.0,11.0
2020,9,VET,10.0,14.0
2020,9,LAT,15.0,19.0
2020,9,RAI,9.0,13.0
2020,9,GRO,12.0,15.0
2020,9,GAS,20.0,16.0
2020,9,PER,5.0,6.0
2020,9,LEC,8.0,5.0
2020,9,STR,13.0,7.0
2020,9,MAG,16.0,20.0
2020,9,ALB,3.0,4.0
2020,9,KVY,7.0,12.0
2020,9,OCO,14.0,10.0
2020,9,VER,19.0,3.0
2020,9,HAM,1.0,1.0
2020,9,SAI,18.0,9.0
2020,9,RUS,11.0,18.0
2020,9,BOT,2.0,2.0
2020,9,GIO,17.0,17.0
2020,10,RIC,5.0,5.0
2020,10,NOR,15.0,8.0
2020,10,VET,13.0,15.0
2020,10,LAT,16.0,19.0
2020,10,RAI,14.0,20.0
2020,10,GRO,17.0,16.0
2020,10,GAS,9.0,9.0
2020,10,PER,4.0,4.0
2020,10,LEC,6.0,11.0
2020,10,STR,20.0,13.0
2020,10,MAG,12.0,18.0
2020,10,ALB,10.0,10.0
2020,10,KVY,8.0,12.0
2020,10,OCO,7.0,7.0
2020,10,VER,2.0,2.0
2020,10,HAM,3.0,1.0
2020,10,SAI,19.0,6.0
2020,10,RUS,18.0,14.0
2020,10,BOT,1.0,3.0
2020,10,GIO,11.0,17.0
2020,11,RIC,3.0,6.0
2020,11,NOR,16.0,8.0
2020,11,VET,11.0,11.0
2020,11,LAT,14.0,18.0
2020,11,RAI,12.0,19.0
2020,11,GAS,6.0,12.0
2020,11,PER,4.0,9.0
2020,11,LEC,7.0,4.0
2020,11,STR,DNF,DNF
2020,11,MAG,13.0,15.0
2020,11,ALB,17.0,5.0
2020,11,KVY,15.0,13.0
2020,11,OCO,18.0,7.0
2020,11,VER,2.0,3.0
2020,11,SCH,DNF,DNF
2020,11,HAM,1.0,2.0
2020,11,ILO,DNF,DNF
2020,11,SAI,5.0,10.0
2020,11,RUS,20.0,17.0
2020,11,BOT,19.0,1.0
2020,11,GRO,9.0,16.0
2020,11,GIO,10.0,14.0
2020,11,HUL,8.0,20.0
2020,12,RIC,9.0,10.0
2020,12,NOR,13.0,8.0
2020,12,VET,10.0,15.0
2020,12,LAT,18.0,20.0
2020,12,RAI,11.0,16.0
2020,12,GRO,17.0,18.0
2020,12,GAS,5.0,9.0
2020,12,PER,7.0,5.0
2020,12,LEC,4.0,4.0
2020,12,STR,20.0,12.0
2020,12,MAG,16.0,19.0
2020,12,ALB,12.0,6.0
2020,12,KVY,19.0,13.0
2020,12,OCO,8.0,11.0
2020,12,VER,3.0,3.0
2020,12,HAM,1.0,1.0
2020,12,SAI,6.0,7.0
2020,12,RUS,14.0,14.0
2020,12,BOT,2.0,2.0
2020,12,GIO,15.0,17.0
2020,13,RIC,3.0,5.0
2020,13,NOR,8.0,9.0
2020,13,VET,12.0,14.0
2020,13,LAT,11.0,19.0
2020,13,RAI,9.0,18.0
2020,13,GRO,14.0,16.0
2020,13,GAS,20.0,4.0
2020,13,PER,6.0,11.0
2020,13,LEC,5.0,7.0
2020,13,STR,13.0,15.0
2020,13,MAG,18.0,17.0
2020,13,ALB,15.0,6.0
2020,13,KVY,4.0,8.0
2020,13,OCO,19.0,12.0
2020,13,VER,17.0,3.0
2020,13,HAM,1.0,2.0
2020,13,SAI,7.0,10.0
2020,13,RUS,16.0,13.0
2020,13,BOT,2.0,1.0
2020,13,GIO,10.0,20.0
2020,14,RIC,10.0,5.0
2020,14,NOR,8.0,11.0
2020,14,VET,3.0,12.0
2020,14,LAT,19.0,20.0
2020,14,RAI,15.0,8.0
2020,14,GRO,18.0,19.0
2020,14,GAS,13.0,15.0
2020,14,PER,2.0,3.0
2020,14,LEC,4.0,14.0
2020,14,STR,9.0,1.0
2020,14,MAG,17.0,16.0
2020,14,ALB,7.0,4.0
2020,14,KVY,12.0,17.0
2020,14,OCO,11.0,7.0
2020,14,VER,6.0,2.0
2020,14,HAM,1.0,6.0
2020,14,SAI,5.0,13.0
2020,14,RUS,16.0,18.0
2020,14,BOT,14.0,9.0
2020,14,GIO,20.0,10.0
2020,15,RIC,7.0,6.0
2020,15,NOR,4.0,9.0
2020,15,VET,13.0,11.0
2020,15,LAT,14.0,20.0
2020,15,GRO,20.0,19.0
2020,15,GAS,6.0,8.0
2020,15,PER,18.0,5.0
2020,15,LEC,10.0,12.0
2020,15,STR,19.0,13.0
2020,15,MAG,17.0,18.0
2020,15,ALB,3.0,4.0
2020,15,KVY,11.0,10.0
2020,15,OCO,9.0,7.0
2020,15,VER,2.0,3.0
2020,15,NIS,DNF,DNF
2020,15,HAM,1.0,1.0
2020,15,SAI,5.0,15.0
2020,15,BOT,8.0,2.0
2020,15,KUB,DNF,DNF
2020,15,GIO,16.0,16.0
2020,15,RAI,15.0,17.0
2020,15,RUS,12.0,14.0
2020,16,RIC,5.0,7.0
2020,16,NOR,10.0,15.0
2020,16,VET,12.0,13.0
2020,16,LAT,18.0,17.0
2020,16,RAI,14.0,19.0
2020,16,GAS,11.0,9.0
2020,16,PER,1.0,5.0
2020,16,LEC,20.0,4.0
2020,16,STR,3.0,10.0
2020,16,MAG,15.0,16.0
2020,16,ALB,6.0,12.0
2020,16,KVY,7.0,6.0
2020,16,OCO,2.0,11.0
2020,16,VER,19.0,3.0
2020,16,FIT,17.0,20.0
2020,16,SAI,4.0,8.0
2020,16,RUS,9.0,2.0
2020,16,BOT,8.0,1.0
2020,16,AIT,16.0,18.0
2020,16,GIO,13.0,14.0
2020,17,RIC,7.0,12.0
2020,17,NOR,5.0,4.0
2020,17,VET,14.0,13.0
2020,17,LAT,17.0,20.0
2020,17,RAI,12.0,16.0
2020,17,GAS,8.0,10.0
2020,17,PER,20.0,15.0
2020,17,LEC,13.0,9.0
2020,17,STR,10.0,8.0
2020,17,ALB,4.0,5.0
2020,17,KVY,11.0,7.0
2020,17,OCO,9.0,11.0
2020,17,VER,1.0,1.0
2020,17,HAM,3.0,3.0
2020,17,SCH,DNF,DNF
2020,17,FIT,19.0,19.0
2020,17,SAI,6.0,6.0
2020,17,RUS,15.0,18.0
2020,17,BOT,2.0,2.0
2020,17,KUB,DNF,DNF
2020,17,MAG,18.0,17.0
2020,17,GIO,16.0,14.0
2021,1,RIC,7.0,6.0
2021,1,NOR,4.0,7.0
2021,1,VET,15.0,18.0
2021,1,LAT,18.0,17.0
2021,1,RAI,11.0,14.0
2021,1,MAZ,20.0,20.0
2021,1,GAS,17.0,5.0
2021,1,PER,5.0,11.0
2021,1,ALO,19.0,9.0
2021,1,LEC,6.0,4.0
2021,1,STR,10.0,10.0
2021,1,TSU,9.0,13.0
2021,1,OCO,13.0,16.0
2021,1,VER,2.0,1.0
2021,1,HAM,1.0,2.0
2021,1,MSC,16.0,19.0
2021,1,SAI,8.0,8.0
2021,1,RUS,14.0,15.0
2021,1,BOT,3.0,3.0
2021,1,GIO,12.0,12.0
2021,2,RIC,6.0,6.0
2021,2,NOR,3.0,7.0
2021,2,VET,15.0,13.0
2021,2,LAT,20.0,14.0
2021,2,RAI,13.0,16.0
2021,2,MAZ,17.0,19.0
2021,2,GAS,7.0,5.0
2021,2,PER,11.0,2.0
2021,2,ALO,10.0,15.0
2021,2,LEC,4.0,4.0
2021,2,STR,8.0,10.0
2021,2,TSU,12.0,20.0
2021,2,OCO,9.0,9.0
2021,2,VER,1.0,3.0
2021,2,HAM,2.0,1.0
2021,2,MSC,16.0,18.0
2021,2,SAI,5.0,11.0
2021,2,RUS,19.0,12.0
2021,2,BOT,18.0,8.0
2021,2,GIO,14.0,17.0
2021,3,RIC,9.0,16.0
2021,3,NOR,5.0,7.0
2021,3,VET,13.0,10.0
2021,3,LAT,18.0,18.0
2021,3,RAI,20.0,15.0
2021,3,MAZ,19.0,20.0
2021,3,GAS,10.0,9.0
2021,3,PER,4.0,4.0
2021,3,ALO,8.0,13.0
2021,3,LEC,6.0,8.0
2021,3,STR,14.0,17.0
2021,3,TSU,15.0,14.0
2021,3,OCO,7.0,6.0
2021,3,VER,2.0,3.0
2021,3,HAM,1.0,2.0
2021,3,MSC,17.0,19.0
2021,3,SAI,11.0,5.0
2021,3,RUS,16.0,11.0
2021,3,BOT,3.0,1.0
2021,3,ILO,DNF,DNF
2021,3,GIO,12.0,12.0
2021,4,RIC,6.0,7.0
2021,4,NOR,8.0,9.0
2021,4,VET,13.0,13.0
2021,4,LAT,16.0,19.0
2021,4,MAZ,19.0,20.0
2021,4,GAS,10.0,12.0
2021,4,PER,5.0,8.0
2021,4,ALO,17.0,10.0
2021,4,LEC,4.0,4.0
2021,4,STR,11.0,11.0
2021,4,TSU,20.0,16.0
2021,4,OCO,9.0,5.0
2021,4,VER,2.0,2.0
2021,4,HAM,1.0,1.0
2021,4,NIS,DNF,DNF
2021,4,MSC,18.0,18.0
2021,4,SAI,7.0,6.0
2021,4,BOT,3.0,3.0
2021,4,KUB,DNF,DNF
2021,4,GIO,15.0,14.0
2021,4,RAI,12.0,17.0
2021,4,RUS,14.0,15.0
2021,5,RIC,12.0,12.0
2021,5,NOR,3.0,5.0
2021,5,VET,5.0,8.0
2021,5,LAT,15.0,18.0
2021,5,RAI,11.0,14.0
2021,5,MAZ,17.0,19.0
2021,5,GAS,6.0,6.0
2021,5,PER,4.0,9.0
2021,5,ALO,13.0,17.0
2021,5,LEC,20.0,1.0
2021,5,STR,8.0,13.0
2021,5,TSU,16.0,16.0
2021,5,OCO,9.0,11.0
2021,5,VER,1.0,2.0
2021,5,HAM,7.0,7.0
2021,5,MSC,18.0,
2021,5,SAI,2.0,4.0
2021,5,RUS,14.0,15.0
2021,5,BOT,19.0,3.0
2021,5,GIO,10.0,10.0
2021,6,RIC,9.0,13.0
2021,6,NOR,5.0,6.0
2021,6,VET,2.0,11.0
2021,6,LAT,16.0,16.0
2021,6,RAI,10.0,14.0
2021,6,MAZ,14.0,18.0
2021,6,GAS,3.0,4.0
2021,6,PER,1.0,7.0
2021,6,ALO,6.0,9.0
2021,6,LEC,4.0,1.0
2021,6,STR,19.0,19.0
2021,6,TSU,7.0,8.0
2021,6,OCO,20.0,12.0
2021,6,VER,18.0,3.0
2021,6,HAM,15.0,2.0
2021,6,MSC,13.0,17.0
2021,6,SAI,8.0,5.0
2021,6,RUS,17.0,15.0
2021,6,BOT,12.0,10.0
2021,6,GIO,11.0,20.0
2021,7,RIC,6.0,10.0
2021,7,NOR,5.0,8.0
2021,7,VET,9.0,12.0
2021,7,LAT,18.0,16.0
2021,7,RAI,17.0,17.0
2021,7,MAZ,20.0,18.0
2021,7,GAS,7.0,6.0
2021,7,PER,3.0,4.0
2021,7,ALO,8.0,9.0
2021,7,LEC,16.0,7.0
2021,7,STR,10.0,19.0
2021,7,TSU,13.0,20.0
2021,7,OCO,14.0,11.0
2021,7,VER,1.0,1.0
2021,7,HAM,2.0,2.0
2021,7,NIS,DNF,DNF
2021,7,MSC,19.0,15.0
2021,7,SAI,11.0,5.0
2021,7,BOT,4.0,3.0
2021,7,GIO,15.0,13.0
2021,7,RUS,12.0,14.0
2021,8,RIC,13.0,13.0
2021,8,NOR,5.0,4.0
2021,8,VET,12.0,14.0
2021,8,LAT,17.0,16.0
2021,8,MAZ,18.0,20.0
2021,8,GAS,20.0,6.0
2021,8,PER,4.0,5.0
2021,8,ALO,9.0,9.0
2021,8,LEC,7.0,7.0
2021,8,STR,8.0,10.0
2021,8,TSU,10.0,8.0
2021,8,OCO,14.0,17.0
2021,8,VER,1.0,1.0
2021,8,HAM,2.0,3.0
2021,8,MSC,16.0,19.0
2021,8,SAI,6.0,12.0
2021,8,RUS,19.0,11.0
2021,8,BOT,3.0,2.0
2021,8,KUB,DNF,DNF
2021,8,GIO,15.0,15.0
2021,8,RAI,11.0,18.0
2021,9,RIC,7.0,13.0
2021,9,NOR,3.0,2.0
2021,9,VET,17.0,8.0
2021,9,LAT,16.0,18.0
2021,9,RAI,15.0,16.0
2021,9,MAZ,19.0,20.0
2021,9,GAS,9.0,6.0
2021,9,PER,6.0,3.0
2021,9,LEC,8.0,12.0
2021,9,STR,13.0,10.0
2021,9,TSU,12.0,7.0
2021,9,OCO,20.0,17.0
2021,9,VER,1.0,1.0
2021,9,ZHO,DNF,DNF
2021,9,HAM,4.0,4.0
2021,9,NIS,DNF,DNF
2021,9,MSC,18.0,19.0
2021,9,SAI,5.0,11.0
2021,9,BOT,2.0,5.0
2021,9,ILO,DNF,DNF
2021,9,ALO,10.0,14.0
2021,9,RUS,11.0,9.0
2021,9,GIO,14.0,15.0
2021,10,RIC,11.0,11.0
2021,10,NOR,15.0,6.0
2021,10,VET,20.0,10.0
2021,10,LAT,7.0,18.0
2021,10,MAZ,14.0,19.0
2021,10,GAS,5.0,5.0
2021,10,PER,17.0,4.0
2021,10,ALO,4.0,9.0
2021,10,LEC,18.0,7.0
2021,10,STR,19.0,12.0
2021,10,TSU,6.0,16.0
2021,10,OCO,1.0,8.0
2021,10,VER,9.0,3.0
2021,10,HAM,2.0,1.0
2021,10,MSC,12.0,20.0
2021,10,SAI,3.0,15.0
2021,10,RUS,8.0,17.0
2021,10,BOT,16.0,2.0
2021,10,KUB,DNF,DNF
2021,10,GIO,13.0,14.0
2021,10,RAI,10.0,13.0
2021,11,RIC,4.0,4.0
2021,11,NOR,14.0,10.0
2021,11,VET,5.0,5.0
2021,11,LAT,9.0,12.0
2021,11,RAI,18.0,19.0
2021,11,MAZ,17.0,20.0
2021,11,GAS,6.0,6.0
2021,11,PER,19.0,7.0
2021,11,ALO,11.0,14.0
2021,11,LEC,8.0,11.0
2021,11,STR,20.0,15.0
2021,11,TSU,15.0,17.0
2021,11,OCO,7.0,9.0
2021,11,VER,1.0,1.0
2021,11,HAM,3.0,3.0
2021,11,MSC,16.0,18.0
2021,11,SAI,10.0,13.0
2021,11,RUS,2.0,2.0
2021,11,BOT,12.0,8.0
2021,11,GIO,13.0,16.0
2021,12,RIC,11.0,10.0
2021,12,NOR,10.0,13.0
2021,12,VET,13.0,17.0
2021,12,LAT,16.0,14.0
2021,12,RAI,DNF,DNF
2021,12,MAZ,20.0,20.0
2021,12,GAS,4.0,4.0
2021,12,PER,8.0,16.0
2021,12,ALO,6.0,9.0
2021,12,LEC,5.0,5.0
2021,12,STR,12.0,12.0
2021,12,TSU,19.0,15.0
2021,12,OCO,9.0,8.0
2021,12,VER,1.0,1.0
2021,12,HAM,2.0,2.0
2021,12,MSC,18.0,19.0
2021,12,SAI,7.0,6.0
2021,12,RUS,17.0,11.0
2021,12,BOT,3.0,3.0
2021,12,GIO,14.0,7.0
2021,12,KUB,15.0,18.0
2021,13,RIC,4.0,5.0
2021,13,NOR,7.0,1.0
2021,13,VET,12.0,11.0
2021,13,LAT,19.0,14.0
2021,13,RAI,8.0,16.0
2021,13,MAZ,18.0,19.0
2021,13,GAS,13.0,12.0
2021,13,PER,9.0,9.0
2021,13,ALO,6.0,6.0
2021,13,LEC,15.0,15.0
2021,13,STR,11.0,8.0
2021,13,TSU,17.0,13.0
2021,13,OCO,14.0,10.0
2021,13,VER,2.0,20.0
2021,13,HAM,1.0,4.0
2021,13,MSC,20.0,17.0
2021,13,SAI,3.0,2.0
2021,13,RUS,10.0,3.0
2021,13,BOT,5.0,7.0
2021,13,GIO,16.0,18.0
2021,14,RIC,13.0,16.0
2021,14,NOR,7.0,8.0
2021,14,VET,18.0,11.0
2021,14,LAT,17.0,17.0
2021,14,RAI,12.0,19.0
2021,14,MAZ,20.0,20.0
2021,14,GAS,6.0,5.0
2021,14,PER,3.0,7.0
2021,14,ALO,16.0,6.0
2021,14,LEC,4.0,4.0
2021,14,STR,9.0,9.0
2021,14,TSU,14.0,10.0
2021,14,OCO,10.0,12.0
2021,14,VER,2.0,3.0
2021,14,HAM,5.0,1.0
2021,14,MSC,19.0,14.0
2021,14,SAI,8.0,15.0
2021,14,RUS,15.0,13.0
2021,14,BOT,1.0,2.0
2021,14,GIO,11.0,18.0
2021,15,RIC,5.0,7.0
2021,15,NOR,8.0,8.0
2021,15,VET,10.0,12.0
2021,15,LAT,15.0,17.0
2021,15,RAI,13.0,18.0
2021,15,MAZ,17.0,20.0
2021,15,GAS,20.0,9.0
2021,15,PER,3.0,3.0
2021,15,ALO,18.0,14.0
2021,15,LEC,4.0,5.0
2021,15,STR,12.0,16.0
2021,15,TSU,9.0,10.0
2021,15,OCO,19.0,11.0
2021,15,VER,1.0,1.0
2021,15,HAM,2.0,2.0
2021,15,MSC,16.0,19.0
2021,15,SAI,7.0,6.0
2021,15,RUS,14.0,15.0
2021,15,BOT,6.0,4.0
2021,15,GIO,11.0,13.0
2021,16,RIC,12.0,7.0
2021,16,NOR,10.0,10.0
2021,16,VET,7.0,11.0
2021,16,LAT,17.0,17.0
2021,16,RAI,8.0,12.0
2021,16,MAZ,18.0,19.0
2021,16,GAS,4.0,5.0
2021,16,PER,3.0,4.0
2021,16,ALO,9.0,16.0
2021,16,LEC,5.0,8.0
2021,16,STR,14.0,20.0
2021,16,TSU,20.0,9.0
2021,16,OCO,13.0,15.0
2021,16,VER,1.0,3.0
2021,16,HAM,2.0,2.0
2021,16,MSC,19.0,18.0
2021,16,SAI,6.0,6.0
2021,16,RUS,16.0,13.0
2021,16,BOT,15.0,1.0
2021,16,GIO,11.0,14.0
2021,17,RIC,12.0,14.0
2021,17,NOR,9.0,6.0
2021,17,VET,10.0,10.0
2021,17,LAT,19.0,17.0
2021,17,RAI,14.0,16.0
2021,17,MAZ,18.0,20.0
2021,17,GAS,11.0,4.0
2021,17,PER,4.0,11.0
2021,17,ALO,3.0,5.0
2021,17,LEC,8.0,13.0
2021,17,STR,6.0,12.0
2021,17,TSU,13.0,8.0
2021,17,OCO,5.0,9.0
2021,17,VER,2.0,2.0
2021,17,HAM,1.0,1.0
2021,17,MSC,16.0,19.0
2021,17,SAI,7.0,7.0
2021,17,RUS,17.0,15.0
2021,17,BOT,20.0,3.0
2021,17,GIO,15.0,18.0
2021,18,RIC,5.0,11.0
2021,18,NOR,10.0,7.0
2021,18,VET,16.0,17.0
2021,18,LAT,12.0,16.0
2021,18,RAI,15.0,12.0
2021,18,MAZ,18.0,20.0
2021,18,GAS,6.0,6.0
2021,18,PER,17.0,5.0
2021,18,ALO,13.0,13.0
2021,18,LEC,7.0,4.0
2021,18,STR,11.0,18.0
2021,18,TSU,14.0,8.0
2021,18,OCO,4.0,9.0
2021,18,VER,2.0,3.0
2021,18,HAM,1.0,1.0
2021,18,MSC,20.0,19.0
2021,18,SAI,8.0,15.0
2021,18,RUS,19.0,14.0
2021,18,BOT,3.0,2.0
2021,18,GIO,9.0,10.0
2021,19,RIC,12.0,10.0
2021,19,NOR,7.0,3.0
2021,19,VET,11.0,15.0
2021,19,LAT,16.0,16.0
2021,19,RAI,19.0,18.0
2021,19,MAZ,,20.0
2021,19,GAS,5.0,12.0
2021,19,PER,15.0,4.0
2021,19,ALO,8.0,11.0
2021,19,LEC,10.0,7.0
2021,19,STR,13.0,13.0
2021,19,TSU,4.0,8.0
2021,19,OCO,9.0,9.0
2021,19,VER,1.0,1.0
2021,19,HAM,2.0,2.0
2021,19,MSC,14.0,19.0
2021,19,SAI,3.0,5.0
2021,19,BOT,6.0,6.0
2021,19,AIT,DNF,DNF
2021,19,GIO,17.0,14.0
2021,19,RUS,18.0,17.0
2022,1,VER,19.0,2.0
2022,1,RIC,14.0,18.0
2022,1,NOR,15.0,13.0
2022,1,LAT,16.0,20.0
2022,1,GAS,20.0,10.0
2022,1,PER,18.0,4.0
2022,1,ALO,9.0,8.0
2022,1,LEC,1.0,1.0
2022,1,STR,12.0,19.0
2022,1,MAG,5.0,7.0
2022,1,TSU,8.0,16.0
2022,1,ALB,13.0,14.0
2022,1,ZHO,10.0,15.0
2022,1,HUL,17.0,17.0
2022,1,OCO,7.0,11.0
2022,1,HAM,3.0,5.0
2022,1,MSC,11.0,12.0
2022,1,SAI,2.0,3.0
2022,1,RUS,4.0,9.0
2022,1,BOT,6.0,6.0
2022,2,VER,1.0,4.0
2022,2,RIC,17.0,12.0
2022,2,NOR,7.0,11.0
2022,2,LAT,18.0,19.0
2022,2,GAS,8.0,9.0
2022,2,PER,4.0,1.0
2022,2,ALO,16.0,7.0
2022,2,LEC,2.0,2.0
2022,2,STR,13.0,15.0
2022,2,MAG,9.0,10.0
2022,2,TSU,19.0,20.0
2022,2,ALB,14.0,17.0
2022,2,ZHO,11.0,13.0
2022,2,HUL,12.0,18.0
2022,2,OCO,6.0,5.0
2022,2,HAM,10.0,16.0
2022,2,MSC,,14.0
2022,2,SAI,3.0,3.0
2022,2,RUS,5.0,6.0
2022,2,BOT,15.0,8.0
2022,3,VER,18.0,2.0
2022,3,RIC,6.0,7.0
2022,3,NOR,5.0,4.0
2022,3,VET,19.0,18.0
