year,race_number,driver,avg_lap_time,best_lap_time,lap_time_std,total_laps,delta_to_best,s1_avg,s2_avg,s3_avg,s1_fastest,s2_fastest,s3_fastest,quali_clean_laps
2019,6,RUS,79.762,73.477,7.272138,7,6.285,21.101571,37.449285,21.211142,19.257,34.622,19.585,7
2019,6,KUB,82.378,73.751,9.913221,9,8.627,21.787333,38.687444,21.903222,19.267,34.548,19.841,9
2019,7,VET,79.320333,70.24,12.305782,12,9.080333,21.83125,25.38975,32.099333,19.357,22.427,28.449,12
2019,7,HAM,77.422666,70.446,12.306449,9,6.976666,21.625555,25.222666,30.574444,19.323,22.369,28.683,9
2019,7,LEC,78.635916,70.92,9.719354,12,7.715916,21.686083,25.69525,31.254583,19.483,22.418,28.633,12
2019,7,RIC,75.926857,71.071,10.322572,7,4.855857,20.882285,24.023428,31.021142,19.591,22.613,28.766,7
2019,7,GAS,74.417428,71.079,7.178611,7,3.338428,20.797714,23.947428,29.672285,19.53,22.569,28.906,7
2019,7,BOT,79.7,71.095,14.519029,7,8.605,20.753142,24.896857,34.05,19.449,22.618,28.903,7
2019,7,HUL,78.203625,71.324,11.506449,8,6.879625,20.917875,24.310375,32.975375,19.741,22.701,28.838,8
2019,7,NOR,80.19075,71.735,16.078771,8,8.45575,21.508875,25.699625,32.98225,19.792,22.897,28.88,8
2019,7,SAI,76.063166,71.572,8.271051,6,4.491166,21.251166,24.068333,30.743666,19.826,22.944,28.78,6
2019,7,MAG,86.391285,71.786,17.749837,7,14.605285,22.978714,27.906571,35.506,19.842,22.99,28.954,7
2019,7,VER,79.3965,71.619,11.765799,6,7.7775,22.0285,26.047833,31.320166,19.668,22.774,29.043,6
2019,7,KVY,79.521444,71.921,10.926011,9,7.6004439999999995,22.219,25.790666,31.511777,19.94,22.903,29.021,9
2019,7,GIO,85.618,72.122,19.674136,8,13.496,22.8025,26.694625,36.120875,20.05,22.927,28.958,8
2019,7,ALB,81.765375,72.02,14.839037,8,9.745375,22.481875,25.4165,33.867,19.778,22.885,29.085,8
2019,7,GRO,84.435333,72.109,18.557826,6,12.326333,22.780666,28.601166,33.0535,19.977,23.012,29.076,6
2019,7,PER,72.275,72.197,0.110308,2,0.078,20.115,22.9875,29.1725,20.055,22.945,29.148,2
2019,7,RAI,84.886666,72.23,19.988964,6,12.656666,22.8185,27.0095,35.058666,20.102,22.961,29.084,6
2019,7,STR,72.623666,72.266,0.519053,3,0.357666,20.308666,23.244333,29.070666,20.082,23.062,28.937,3
2019,7,RUS,84.8755,73.617,17.073387,6,11.2585,23.477333,26.618833,34.779333,20.493,23.386,29.624,6
2019,7,KUB,82.567666,74.393,11.475435,6,8.174666,22.795166000000002,26.9995,32.773,20.708,23.772,29.913,6
2019,8,HAM,107.3604,88.319,23.005961,10,19.0414,27.3279,33.675,46.3575,21.951,27.3,39.005,10
2019,8,BOT,96.681,88.605,13.495155,9,8.076,24.036555,29.642666,43.001777,22.046,27.493,39.066,9
2019,8,LEC,98.689111,88.965,17.311396,9,9.724111,25.002333,30.787222,42.899555,22.184,27.434,39.215,9
2019,8,VER,98.544888,89.409,14.791907,9,9.135888,24.651777,30.551666,43.341444,22.279,27.652,39.455,9
2019,8,NOR,99.032444,89.418,16.418062,9,9.614444,23.959333,30.731777,44.341333,22.369,27.631,39.407,9
2019,8,SAI,98.951444,89.522,17.20147,9,9.429444,23.930777,30.600222,44.420444,22.254,27.648,39.611,9
2019,8,VET,103.632777,89.506,19.910321,9,14.126777,26.432444,31.953888,45.246444,22.37,27.388,39.675,9
2019,8,RIC,101.2675,89.918,18.838064,8,11.3495,25.58275,30.979375,44.705375,22.514,27.63,39.725,8
2019,8,GAS,96.205857,90.184,14.194763,7,6.021857,23.948857,30.076142,42.180857,22.523,27.88,39.685,7
2019,8,GIO,97.323714,90.408,13.873154,7,6.915714,24.630428,29.947714,42.745571,22.667,27.745,39.996,7
2019,8,ALB,97.590333,90.461,14.196832,6,7.129333,24.5765,30.055666,42.958166,22.57,27.863,39.857,6
2019,8,RAI,99.610333,90.533,13.123423,6,9.077333,23.895333,29.426833,46.288166,22.651,27.754,39.94,6
2019,8,HUL,102.460142,90.544,18.761968,7,11.916142,25.968571,31.283428,45.208142,22.61,27.583,40.128,7
2019,8,PER,102.563857,90.738,18.084572,7,11.825857,25.533142,32.157714,44.873,22.815,28.038,39.808,7
2019,8,MAG,102.12325,91.166,19.55495,8,10.95725,25.554625,31.468375,45.10025,22.791,27.921,40.105,8
2019,8,KVY,92.7555,91.564,1.685035,2,1.1915,23.162,28.646,40.9475,22.929,28.196,40.439,2
2019,8,GRO,104.82475,91.626,19.066238,4,13.19875,25.69875,31.44075,47.68525,22.881,28.183,40.562,4
2019,8,STR,105.23775,91.726,25.134312,4,13.51175,27.92375,31.208,46.106,23.164,28.15,40.412,4
2019,8,RUS,93.185,92.789,0.560028,2,0.396,23.3795,28.5415,41.264,23.22,28.491,41.078,2
2019,8,KUB,101.7805,93.205,14.879027,4,8.5755,26.24875,30.27,45.26175,23.566,28.649,40.99,4
2019,9,LEC,72.178111,63.003,13.061377,9,9.175111,17.717444,32.242,22.218666,15.952,27.961,19.05,9
2019,9,HAM,75.289133,63.262,14.851877,15,12.027133,18.4032,34.2084,22.677533,16.071,28.104,19.087,15
2019,9,VER,71.617875,63.439,14.291839,8,8.178875,18.3005,31.258125,22.05925,16.122,28.175,19.142,8
2019,9,BOT,74.185615,63.537,15.836924,13,10.648615,17.656846,33.972384,22.556384,16.099,28.126,19.137,13
2019,9,MAG,74.449,64.072,18.910137,8,10.377,17.618375,33.518,23.312625,16.413,28.35,19.278,8
2019,9,NOR,68.995428,64.099,11.90045,7,4.896428,16.919571,31.758571,20.317285,16.229,28.386,19.484,7
2019,9,RAI,74.985272,64.056,19.092626,11,10.929272,18.095818,33.767636,23.121818,16.152,28.282,19.522,11
2019,9,GIO,73.9814,64.179,19.917491,10,9.8024,18.3418,32.8887,22.7509,16.13,28.469,19.404,10
2019,9,GAS,70.37225,63.988,11.246151,8,6.38425,17.1975,31.703375,21.471375,16.182,28.309,19.455,8
2019,9,VET,75.116,63.667,14.939684,5,11.449,17.8108,34.3606,22.9446,16.025,28.308,19.334,5
2019,9,GRO,78.0747,64.49,21.61323,10,13.5847,17.929,35.1153,25.0304,16.442,28.473,19.396,10
2019,9,HUL,64.68025,64.516,0.178731,4,0.16425,16.2335,28.634,19.81275,16.162,28.532,19.699,4
2019,9,ALB,71.242571,64.665,10.660009,7,6.577571,17.668714,32.042428,21.531428,16.268,28.523,19.751,7
2019,9,RIC,73.842,64.647,17.884617,4,9.195,18.56125,32.08175,23.199,16.206,28.755,19.686,4
2019,9,SAI,76.759166,64.453,15.581451,6,12.306166,17.74,35.383,23.636166,16.218,28.594,19.608,6
2019,9,PER,71.15875,64.789,12.065206,4,6.36975,17.272,30.516,23.37075,16.322,28.563,19.838,4
2019,9,STR,65.452333,64.832,0.618508,3,0.620333,16.367666,28.948,20.136666,16.298,28.734,19.8,3
2019,9,KVY,72.23125,65.324,13.609235,4,6.90725,17.70675,32.489,22.0355,16.406,28.561,19.992,4
2019,9,RUS,79.000125,65.904,17.902781,8,13.096125,18.034,36.131625,24.8345,16.39,29.306,20.15,8
2019,9,KUB,70.8724,66.206,8.958603,5,4.6664,17.4404,31.3392,22.0928,16.715,29.344,20.14,5
2019,10,BOT,93.0468,85.093,12.150948,10,7.9538,29.9976,37.8307,25.2185,27.466,34.408,23.171,10
2019,10,HAM,95.04725,85.099,14.000038,8,9.94825,30.554125,38.341875,26.15125,27.449,34.486,23.07,8
2019,10,LEC,93.408,85.172,14.60451,8,8.236,29.82425,37.410375,26.173375,27.366,34.487,23.284,8
2019,10,VER,94.503,85.276,14.544337,11,9.227,29.907272,39.002818,25.592909,27.507,34.516,23.253,11
2019,10,GAS,92.964333,85.59,13.65243,9,7.374333,30.146555,37.910666,24.907111,27.55,34.652,23.294,9
2019,10,VET,90.161714,85.787,10.920755,7,4.374714,29.49,36.641428,24.030285,27.546,34.748,23.39,7
2019,10,RIC,91.243333,86.182,10.994642,9,5.061333,28.867777,37.059666,25.315888,27.571,35.051,23.523,9
2019,10,NOR,94.324909,86.079,13.546035,11,8.245909,30.292909,38.604727,25.427272,27.756,34.932,23.349,11
2019,10,ALB,95.593923,86.345,13.934259,13,9.248923,30.361076,39.196692,26.036153,27.734,34.987,23.506,13
2019,10,HUL,91.255888,86.386,9.822894,9,4.8698879999999996,29.068777,37.377333,24.809777,27.495,35.115,23.599,9
2019,10,GIO,95.3728,86.449,13.880466,10,8.9238,30.6659,39.1339,25.573,27.78,35.143,23.452,10
2019,10,RAI,95.3668,86.546,13.688662,10,8.8208,30.4368,39.192,25.738,27.662,35.18,23.594,10
2019,10,SAI,95.244285,86.203,15.053264,7,9.041285,29.206,39.084142,26.954142,27.718,34.96,23.423,7
2019,10,GRO,98.236555,86.347,17.357551,9,11.889555,30.424111,40.166333,27.646111,27.859,34.996,23.492,9
2019,10,PER,92.965333,86.649,14.676679,6,6.316333,28.9755,37.975166,26.014666,27.788,35.067,23.754,6
2019,10,MAG,100.662,86.662,19.312177,5,14.0,31.221,41.3084,28.1326,27.892,35.157,23.531,5
2019,10,KVY,97.2685,86.721,15.649814,6,10.5475,30.941666,39.529166000000004,26.797666,27.847,35.181,23.632,6
2019,10,STR,86.996,86.762,0.335195,3,0.234,27.809,35.407666,23.779333,27.678,35.246,23.69,3
2019,10,RUS,95.5406,87.789,10.332485,5,7.7516,30.6252,38.62,26.2954,28.154,35.725,23.886,5
2019,10,KUB,97.171166,88.257,13.093485,6,8.914166,29.917166,38.579833,28.674166,28.268,35.894,23.996,6
2019,11,HAM,81.657428,71.767,22.975116,7,9.890428,17.310714,39.321,25.025714,15.411,34.572,21.665,7
2019,11,VER,88.938857,72.113,29.147651,7,16.825857,19.874,43.194,25.870857,15.444,34.713,21.859,7
2019,11,BOT,78.5545,72.129,14.913951,6,6.4254999999999995,16.236166,38.960833,23.3575,15.494,34.701,21.909,6
2019,11,GAS,72.6772,72.18,0.461804,5,0.4972,15.6686,34.9078,22.1008,15.458,34.715,21.954,5
2019,11,RAI,81.064,72.519,14.994324,8,8.545,17.62525,37.84875,25.59,15.689,34.545,22.183,8
2019,11,GRO,80.492875,72.769,21.012386,8,7.723875,17.79025,37.51275,25.189875,15.736,34.877,22.027,8
2019,11,SAI,81.950222,72.632,16.873907,9,9.318222,16.908777,38.879777,26.161666,15.658,34.886,22.069,9
2019,11,PER,73.0772,72.776,0.203114,5,0.3012,15.8358,34.8296,22.4118,15.763,34.579,22.277,5
2019,11,HUL,73.084,72.766,0.195339,5,0.318,15.8268,35.0278,22.2294,15.718,34.824,22.067,5
2019,11,LEC,87.018,72.229,15.279594,5,14.789,18.5382,41.6228,26.857,15.597,34.515,22.033,5
2019,11,GIO,82.605285,72.786,15.359148,7,9.819285,18.164,38.393142,26.048142,15.71,34.777,22.249,7
2019,11,MAG,73.029,72.789,0.212875,3,0.24,15.845,35.072333,22.111666,15.73,35.001,21.985,3
2019,11,RIC,73.06025,72.799,0.174629,4,0.26125,15.84075,34.95,22.2695,15.664,34.836,22.184,4
2019,11,KVY,83.476857,73.135,17.336251,7,10.341857,18.102285,39.656142,25.718428,15.791,35.039,22.248,7
2019,11,STR,73.4146,73.256,0.097145,5,0.1586,15.7918,34.9988,22.624,15.712,34.886,22.548000000000002,5
2019,11,NOR,88.209,73.333,20.244891,5,14.876,18.6184,42.245,27.3456,15.762,35.279,22.261,5
2019,11,ALB,90.3992,73.461,22.410171,5,16.9382,18.713,41.707,29.9792,15.816,35.341,22.292,5
2019,11,RUS,83.52,74.721,18.824318,5,8.799,18.185,40.4052,24.9298,16.176,35.64,22.81,5
2019,11,KUB,80.8756,74.839,12.390422,5,6.0366,17.5274,38.3806,24.9676,16.2,35.548,22.841,5
2019,12,VER,80.9765,74.572,13.013273,6,6.4045,30.265833,28.067833,22.642833,27.095,26.456,21.021,6
2019,12,BOT,86.780111,74.59,16.402028,9,12.190111,31.002333,31.093111,24.684666,27.079,26.411,21.1,9
2019,12,HAM,91.869416,74.769,21.224631,12,17.100416,32.440166,33.693416,25.735833,27.228,26.488,21.053,12
2019,12,LEC,81.970571,75.043,13.806271,7,6.927571,28.704857,29.428142,23.837571,27.036,26.553,21.454,7
2019,12,VET,81.428,75.071,10.354099,8,6.357,29.046875,29.51225,22.868875,26.918,26.793,21.36,8
2019,12,GAS,85.402111,75.45,16.702038,9,9.952111,30.737333,30.516555,24.148222,27.33,26.809,21.169,9
2019,12,NOR,82.125333,75.8,13.788368,6,6.325333,29.494166,29.138666,23.4925,27.284,26.905,21.565,6
2019,12,SAI,80.238875,75.852,9.987476000000001,8,4.386875,28.945,28.8375,22.456375,27.279,27.013,21.56,8
2019,12,GRO,84.723222,76.013,18.621564,9,8.710222,29.393555,30.815888,24.513777,27.457,26.861,21.66,9
2019,12,RAI,82.72825,76.041,16.005638,8,6.68725,29.4105,29.6635,23.65425,27.361,27.107,21.571,8
2019,12,HUL,76.819,76.565,0.275628,4,0.254,27.541,27.486,21.792,27.422,27.333,21.663,4
2019,12,ALB,82.658333,76.687,13.633719,6,5.971333,29.531333,29.634333,23.492666,27.554,27.191,21.796,6
2019,12,KVY,84.053333,76.692,16.844685,6,7.361333,29.6015,30.839166,23.612666,27.626,27.085,21.843,6
2019,12,GIO,84.604,76.804,18.006829,6,7.8,30.135166,30.867833,23.601,27.526,27.276,21.849,6
2019,12,MAG,84.5126,76.122,16.824028,5,8.3906,31.1088,30.2014,23.2024,27.525,26.813,21.756,5
2019,12,RUS,77.544666,77.031,0.560813,3,0.513666,27.963666,27.373,22.208,27.826999999999998,27.147,22.057,3
2019,12,PER,77.198,77.109,0.125865,2,0.089,27.747,27.491,21.96,27.674,27.478,21.957,2
2019,12,RIC,77.262,77.257,0.007071,2,0.005,27.849,27.4435,21.9695,27.807,27.404,21.962,2
2019,12,STR,78.008666,77.542,0.601871,3,0.466666,27.874,27.873333,22.261333,27.666,27.723,22.1,3
2019,12,KUB,78.529,78.324,0.276135,3,0.205,28.107,27.954666,22.467333,28.026,27.896,22.39,3
2019,13,LEC,108.682666,102.519,13.894378,6,6.163666,32.009333,46.825,29.848333,29.904,44.319,28.193,6
2019,13,VET,109.419166,103.037,14.554761,6,6.382166,32.401333,46.279666,30.738166,29.897,44.357,28.375,6
2019,13,HAM,110.262,103.282,15.753819,6,6.98,32.389666,46.358166,31.514166,30.498,43.97,28.586,6
2019,13,BOT,104.0958,103.415,0.691,5,0.6808,31.0834,44.3444,28.668,30.767,44.078,28.57,5
2019,13,VER,105.7052,103.69,3.447159,5,2.0152,30.892,45.1236,29.6896,30.684,44.395,28.611,5
2019,13,RIC,104.6132,104.103,0.568728,5,0.5102,30.6146,45.4404,28.5582,30.376,45.206,28.404,5
2019,13,HUL,105.0465,104.542,0.645789,4,0.5045,30.546,45.85475,28.64575,30.379,45.338,28.488,4
2019,13,RAI,104.87925,104.14,0.727318,4,0.73925,30.69425,45.434,28.751,30.515,44.936,28.62,4
2019,13,PER,104.9674,104.706,0.434884,5,0.2614,30.5896,45.675,28.7028,30.48,45.463,28.678,5
2019,13,MAG,105.3046,104.738,0.459286,5,0.5666,30.7674,45.6004,28.9368,30.45,45.4,28.888,5
2019,13,GRO,105.296666,104.797,0.457172,3,0.499666,30.753666,45.705666,28.837333,30.536,45.504,28.757,3
2019,13,NOR,105.542333,104.847,0.657504,3,0.695333,30.849,45.839333,28.854,30.72,45.461,28.666,3
2019,13,STR,105.5235,105.047,0.673872,2,0.4765,30.705,45.993,28.8255,30.567,45.713,28.767,2
2019,13,ALB,105.6635,105.528,0.191625,2,0.1355,31.0005,45.098,29.565,30.787,44.852,28.97,2
2019,13,GIO,105.637,105.637,0.0,1,0.0,30.766,46.049,28.822,30.766,46.049,28.822,1
2019,13,GAS,106.435,106.435,0.0,1,0.0,31.305,45.661,29.469,31.305,45.661,29.469,1
2019,13,SAI,106.507,106.507,0.0,1,0.0,31.194,46.351,28.962,31.194,46.351,28.962,1
2019,13,KVY,106.518,106.518,0.0,1,0.0,31.469,45.853,29.196,31.469,45.853,29.196,1
2019,13,RUS,107.548,107.548,0.0,1,0.0,31.465,46.6,29.483,31.465,46.6,29.483,1
2019,14,LEC,92.170571,79.307,16.132206,7,12.863571,28.754285,31.352,32.064285,26.469,26.412,26.426,7
2019,14,HAM,90.590833,79.346,17.398275,6,11.244833,29.78,29.532666,31.278166,26.701999999999998,26.203,26.264,6
2019,14,BOT,90.5385,80.018,16.309594,6,10.5205,29.383,29.620166,31.535333,26.941,26.505,26.479,6
2019,14,VET,89.314,79.457,14.374723,6,9.857,29.835,29.991833,29.487166,26.734,26.33,26.393,6
2019,14,RIC,80.015333,79.833,0.310628,3,0.182333,26.646333,26.764666,26.604333,26.589,26.592,26.573,3
2019,14,HUL,80.24425,80.049,0.192719,4,0.19525,26.7885,26.781,26.67475,26.676,26.67,26.629,4
2019,14,SAI,84.688428,80.202,10.946554,7,4.486428,27.708571,28.720428,28.259428,26.807,26.746,26.58,7
2019,14,ALB,85.9508,80.021,12.718315,5,5.9298,28.8492,29.0066,28.095,26.871,26.561,26.391,5
2019,14,STR,86.872625,80.498,13.018596,8,6.374625,29.124375,28.95675,28.7915,26.652,27.078,26.673000000000002,8
2019,14,RAI,87.6642,80.515,15.494762,5,7.1492,29.0088,29.5448,29.1106,26.846,26.891,26.614,5
2019,14,GIO,86.9415,80.517,14.09307,6,6.4245,28.662166,29.280666,28.998666,26.714,26.961,26.758,6
2019,14,MAG,85.009333,80.615,10.106635,6,4.394333,27.648,29.063,28.298333,26.77,26.987,26.738,6
2019,14,KVY,87.773875,80.63,13.758624,8,7.143875,29.888875,29.170375,28.714625,27.022,26.736,26.637,8
2019,14,NOR,88.985666,80.646,13.421758,6,8.339666,29.233333000000002,30.648,29.104333,26.965,26.895,26.786,6
2019,14,GAS,87.360166,80.508,15.135348,6,6.852166,30.2915,28.330333,28.738333,27.05,26.507,26.807,6
2019,14,GRO,87.4195,80.784,12.514883,4,6.6355,28.22025,30.1215,29.07775,26.858,27.077,26.849,4
2019,14,PER,96.863,81.291,26.890129,3,15.572,30.934333,31.907,34.021666,26.992,27.431,26.868,3
2019,14,RUS,96.879,81.8,25.757305,3,15.079,31.834333,31.431333,33.613333,27.35,27.198,27.252,3
2019,14,KUB,91.82575,82.356,17.501542,4,9.46975,30.041,32.49125,29.2935,27.366,27.421,27.569,4
2019,15,LEC,107.691,96.217,20.074187,8,11.474,29.4185,41.56,36.7125,26.211,37.127,32.879,8
2019,15,HAM,103.015428,96.408,14.973159,7,6.607428,28.260285,38.919857,35.835285,26.442,37.132,32.834,7
2019,15,VET,97.555,96.437,1.071898,5,1.1179999999999999,26.6188,37.588,33.3482,26.334,37.089,33.014,5
2019,15,VER,97.2742,96.813,0.721906,5,0.4612,26.8002,37.333,33.141,26.664,37.174,32.859,5
2019,15,BOT,97.874166,97.142,0.984432,6,0.732166,26.7135,37.542,33.618666,26.5,37.294,32.988,6
2019,15,ALB,98.1192,97.411,0.628715,5,0.7082,26.9764,37.7608,33.382,26.801,37.513,33.097,5
2019,15,SAI,105.511142,97.818,16.889013,7,7.693142,27.772,40.177285,37.561857,26.707,37.557,33.486,7
2019,15,HUL,99.022666,98.264,0.629141,6,0.758666,27.0825,38.105166,33.835,26.937,37.723,33.604,6
2019,15,NOR,98.664666,97.572,0.697249,6,1.092666,26.964666,38.030166,33.669833,26.756,37.617,33.199,6
2019,15,PER,107.902333,98.62,20.54228,6,9.282333,28.296166,41.113,38.493166,27.036,38.021,33.515,6
2019,15,GIO,107.1355,98.697,19.041952,6,8.4385,29.491666,40.636166,37.007666,26.959,37.967,33.75,6
2019,15,GAS,99.04375,98.699,0.308325,4,0.34475,27.29,38.06,33.69375,27.201,37.876,33.434,4
2019,15,RAI,107.238333,98.858,18.520303,6,8.380333,29.010833,41.0365,37.191,27.118,37.911,33.822,6
2019,15,MAG,105.741166,99.65,13.303613,6,6.091166,29.412166,40.728666,35.600333,27.057,38.392,33.998,6
2019,15,KVY,113.549333,99.957,23.437036,3,13.592333,30.709333,43.669333,39.170666,27.51,38.604,33.809,3
2019,15,STR,100.170666,99.979,0.183614,3,0.191666,27.34,38.530666,34.3,27.23,38.477,34.123,3
2019,15,GRO,112.753,100.277,24.601721,4,12.475999999999999,29.849,45.914,36.99,27.256,38.647,34.235,4
2019,15,RUS,116.731,100.867,27.44868,3,15.864,30.971333,45.249333,40.510333,27.522,38.957,34.386,3
2019,15,KUB,101.186,101.186,0.0,1,0.0,27.593,39.054,34.539,27.593,39.054,34.539,1
2019,15,RIC,98.809833,98.095,0.552096,6,0.714833,27.040166,38.014,33.755666,26.91,37.637,33.548,6
2019,16,LEC,105.065125,91.628,15.265567,8,13.437125,38.346625,34.66525,32.05325,33.333,31.319,26.939,8
2019,16,HAM,103.770857,92.03,18.427625,7,11.740857,38.289571,35.304714,30.176571,33.807,31.518,26.705,7
2019,16,VET,103.1424,92.053,13.700816,10,11.0894,36.9061,34.1993,32.037,33.433,31.506,27.056,10
2019,16,VER,92.8266,92.31,0.411414,5,0.5166,33.897,31.7272,27.2024,33.68,31.641,26.989,5
2019,16,BOT,98.674,92.632,12.783641,6,6.042,35.887833,33.916333,28.869833,33.749,31.559,27.191,6
2019,16,SAI,100.23325,93.222,17.002935,8,7.01125,35.2925,33.7265,31.21425,34.138,31.815,27.269,8
2019,16,HUL,93.8004,93.289,0.363198,5,0.5114,34.15,32.1758,27.4746,34.072,31.984,27.183,5
2019,16,NOR,98.83075,93.301,13.448913,8,5.52975,35.52325,33.7295,29.578,34.099,31.909,27.293,8
2019,16,GRO,94.1085,93.517,0.438507,6,0.5915,34.014833,32.354,27.739666,33.986,32.099,27.409,6
2019,16,RIC,94.14,93.661,0.332545,6,0.479,34.240666,32.285833,27.6135,34.129,32.17,27.362,6
2019,16,GAS,105.4134,93.95,23.755955,5,11.4634,38.6608,36.3854,30.3672,34.351,32.123,27.476,5
2019,16,PER,101.367666,93.958,17.07982,6,7.409666,35.6125,34.840833,30.914333,34.064,32.25,27.592,6
2019,16,GIO,102.169166,94.037,17.966085,6,8.132166,37.8305,34.829666,29.509,34.115,32.266,27.656,6
2019,16,MAG,105.232,93.889,24.611131,5,11.343,37.6986,37.131,30.4024,34.056,32.065,27.768,5
2019,16,STR,104.800833,94.233,21.774318,6,10.567833,36.772166,36.066333,31.962333,34.073,32.276,27.729,6
2019,16,RAI,104.791,94.84,19.527146,4,9.951,38.44475,35.5735,30.77275,34.173,32.365,28.052,4
2019,16,RUS,105.439333,95.356,16.738387,3,10.083333,37.703666,36.613333,31.122333,34.423,32.681,28.252,3
2019,16,KUB,116.5065,96.474,23.237494,4,20.0325,41.36775,38.573,36.56575,34.937,33.087,28.45,4
2019,16,ALB,113.5295,99.197,20.269215,2,14.3325,41.35,39.491,32.6885,34.462,32.229,32.506,2
2019,17,VET,87.8595,87.064,0.89898,4,0.7955,30.5895,39.72475,17.54525,30.256,39.372,17.318,4
2019,17,LEC,87.843,87.253,0.539043,4,0.59,30.6695,39.701,17.4725,30.366,39.346,17.361,4
2019,17,BOT,98.9555,87.293,17.333227,10,11.6625,35.2489,44.6703,19.0363,30.462,39.502,17.329,10
2019,17,HAM,97.804375,87.302,17.969875000000002,8,10.502375,35.654625,43.483625,18.666125,30.483,39.524,17.295,8
2019,17,VER,88.4564,87.851,0.592305,5,0.6054,30.7086,39.9508,17.797,30.441,39.8,17.549,5
2019,17,ALB,88.4484,87.851,0.623527,5,0.5974,30.8388,39.9578,17.6518,30.545,39.634,17.618,5
2019,17,SAI,88.8706,88.304,0.426969,5,0.5666,30.8974,40.2846,17.6886,30.694,40.073,17.537,5
2019,17,NOR,89.037666,88.464,0.472532,6,0.573666,30.916666,40.383333,17.737666,30.631,40.077,17.592,6
2019,17,GAS,89.403833,88.779,0.53536,6,0.624833,31.180833,40.433833,17.789166,30.87,40.12,17.601,6
2019,17,GRO,99.8702,89.144,23.44004,5,10.7262,35.1608,45.548,19.1614,30.871,40.38,17.678,5
2019,17,GIO,89.7745,89.254,0.554502,4,0.5205,31.40075,40.611,17.76275,31.015,40.497,17.668,4
2019,17,STR,89.848,89.345,0.527866,4,0.503,31.53525,40.60625,17.7065,31.257,40.432,17.656,4
2019,17,RAI,89.94775,89.358,0.929239,4,0.58975,31.40325,40.70425,17.84025,31.138,40.456,17.677,4
2019,17,KVY,89.806,89.563,0.290918,5,0.243,31.4238,40.5186,17.8636,31.132,40.438,17.801,5
2019,17,HUL,90.035,89.619,0.383344,3,0.416,31.561333,40.759,17.714666,31.281,40.655,17.683,3
2019,17,RIC,90.158,89.822,0.475175,2,0.336,31.806,40.6515,17.7005,31.655,40.456,17.69,2
2019,17,PER,98.69475,90.344,16.059272,4,8.35075,34.3085,44.574,19.81225,31.474,40.939,17.706,4
2019,17,RUS,90.892333,90.364,0.494099,3,0.528333,31.777,40.933333,18.182,31.5,40.698,18.159,3
2019,18,VER,81.020666,74.758,12.456859,6,6.262666,29.591,29.759666,21.67,26.732,28.586,19.44,6
2019,18,LEC,82.98475,75.024,12.315415,8,7.96075,28.76175,31.937125,22.285875,26.625,28.787,19.523,8
2019,18,VET,83.913875,75.17,14.225225,8,8.743875,30.086125,31.18925,22.6385,26.528,28.789,19.675,8
2019,18,HAM,83.9378,75.262,11.182032,10,8.6758,30.1057,31.6814,22.1507,26.965,28.611,19.486,10
2019,18,ALB,83.879,75.336,14.307576,8,8.543,29.828875,32.143875,21.90625,26.96,28.82,19.537,8
2019,18,BOT,82.0585,75.338,9.584902,8,6.7205,28.5875,31.1215,22.3495,27.068,28.792,19.478,8
2019,18,SAI,78.043142,76.014,3.29047,7,2.0291420000000002,27.278,30.181,20.584142,27.086,29.056,19.872,7
2019,18,NOR,80.1475,76.322,8.405267,8,3.8255,28.311125,31.18925,20.647125,27.173,29.212,19.889,8
2019,18,KVY,81.6555,76.469,9.10134,10,5.1865,28.9425,31.742,20.971,27.284,29.233,19.9,10
2019,18,GAS,83.1994,76.586,10.395318,10,6.6134,29.1617,32.2826,21.7551,27.12,29.486,19.94,10
2019,18,PER,81.708,76.687,10.465875,6,5.021,28.1045,32.053333,21.550166,27.264,29.529,19.894,6
2019,18,HUL,82.108333,76.885,11.271088,6,5.223333,28.646166,31.842333,21.619833,27.249,29.593,19.959,6
2019,18,RIC,83.192,76.933,14.087671,6,6.259,29.663166,32.377666,21.151166,27.235,29.658,19.966,6
2019,18,RAI,81.840166,76.967,10.88902,6,4.873166,28.967333,31.81,21.062833,27.255,29.723,19.989,6
2019,18,GIO,82.687166,77.269,12.17456,6,5.418166,29.326332999999998,32.1865,21.174333,27.274,29.791,20.093,6
2019,18,STR,86.0705,78.065,15.602384,4,8.0055,30.25625,33.52575,22.2885,27.263,30.15,20.343,4
2019,18,MAG,80.026666,78.436,1.45846,3,1.5906660000000001,27.810333,31.093333,21.123,27.404,30.508,20.524,3
2019,18,GRO,89.861666,78.599,19.029748,3,11.262666,33.601333,33.025333,23.235,27.58,30.491,20.478,3
2019,18,RUS,82.6825,78.823,6.98593,4,3.8595,28.97975,32.179,21.52375,27.69,30.438,20.621,4
2019,18,KUB,88.426,80.179,14.168334,3,8.247,30.432,36.022666,21.971333,27.811,31.501,20.743,3
2019,19,BOT,103.10375,92.029,18.687112,8,11.07475,27.64675,40.85925,34.59775,24.719,36.718,30.553,8
2019,19,VET,101.547714,92.041,15.091515,7,9.506714,27.452857,40.215142,33.879714,24.611,36.765,30.648,7
2019,19,VER,98.348666,92.096,12.217531,6,6.252666,26.8675,39.184333,32.296833,24.646,36.968,30.422,6
